id,monthly_spending
F5E40484,19000 т р
4AA46EF8,28 тыс руб
29E7206D,133000 тр
33B1B196,81000 тыс р
4491D093,145000 тр
02D0B6A4,17 т р
2726197C,13 тыс руб
CED7994E,21 тыс
3BD4FB88,92000 тыс руб
53DF185A,164000 к
8C13F8ED,94000 тыс руб
F9D0F0E7,64 тыс
4DFCC42A,88000 т р
9ECA1613,14000 k
0986DD3E,52000 к
C05D3404,90000 к
9A9D2CEF,44 k
6D34C7F7,115 к
5F8A6079,52 k
B9A3FF5D,98000 k
3FC54084,149000 - 154000 к
893D91CB,173000 т р
EF5EC392,164 тыс
50ECBB2A,382000 - 383000 тыс
01C41377,77 тр
E41AFC3B,51000 т
E5160BF5,326000 - 349000 тыс
EB3A3C13,59 тр
D08566B7,47000 тыс р
0F172E48,309 - 323 к
66118BF0,96000 тр
7FD33474,22000 k
F439BEBB,120000 т р
E779303A,366 тр
9F19F451,395000 k
02F45B2A,199 k
AB39CAE8,70 т
125F77B8,76000 тыс
3E5388C3,339000 тыс
91B22F94,199 т р
3C5A2DF5,116000 т р
1365259A,94000 тыс р
2F1398C4,80000 - 86000 k
B2E61C9B,58 тр
987ECEAF,119000 - 135000 тыс р
5C3251CE,36 т р
8B1A3788,82 к
0E587E11,24000 тыс р
C255B889,112000 - 155000 тр
187D39B2,504000 - 556000 тыс
E7424871,153 т р
5DED5B6E,74 - 96 тыс
CD5A26C3,27000 т р
968291A6,196 - 197 тыс руб
538ADEA4,10 - 13 тыс
FCCE6ACF,141 k
4F46FC66,49000 тыс
853CA679,184000 тыс р
13E2DA54,145000 - 185000 т р
666A25B2,9 k
AB4CD534,37 к
BB54525D,22000 тр
5D624EF8,87000 - 93000 к
0CCB717A,34000 тыс руб
D6B49409,105 - 119 тыс
333C526B,83 к
2D32117D,97000 k
52934227,187 тыс руб
5470EE95,14000 т р
A201BAA7,124000 тыс р
97D0232C,32000 - 35000 к
0E2AA8F3,165000 к
EBC002B4,84 - 90 т р
3AAC5A19,95 тыс
8B1C0821,60000 тр
5AB3DFEA,18000 - 20000 тыс
E5152E4B,110000 - 162000 тыс р
2FB82EAC,26 - 34 т р
02471435,59 - 90 тр
8FBE9559,40 k
7A4E5FAB,16 тр
75E150BC,326 - 396 k
95A40B2D,190 тыс руб
1F87F6DF,36 тыс р
FC9B321F,235 - 346 т р
C71E2012,123 т
D6608307,59000 тр
FFFE6ED1,39000 к
91561CFB,46000 т
444AE967,28000 тр
24E10888,69000 - 97000 к
3457EB53,105000 - 193000 тыс р
AF6B97AB,61 тр
4D6942AD,216 - 260 тыс
C027B5A3,180000 т р
CDBBE34A,22000 т р
D053705D,96000 - 100000 тыс р
A35E07B2,595 - 641 тыс
BF97E6B2,244000 - 314000 тыс р
EF5EF4F4,126 - 163 тр
1837C278,110000 т р
A69CDD9A,17000 - 19000 тыс
66FC34C6,370 тыс
33F6DB21,175000 - 183000 тыс р
1956249F,20 т
E16A164F,63000 т
B3D17631,184 - 185 тыс
E8411DD3,36000 тыс руб
E737A109,107 тыс руб
66DB3BD8,156000 - 196000 тыс р
EE6609B8,71000 тр
950AF9A6,39 тыс руб
7E66DE1F,16000 - 35000 к
C103E1DC,132000 к
38507E84,143 - 176 тыс р
4555FA81,14000 тыс р
EF0DB122,288 тыс
11F05BFD,386 к
309938E7,39000 - 40000 тыс р
F4CFB2B5,73000 k
31E006E4,52 т р
3E5A4BAD,344000 тр
D0AB22A6,118000 тыс руб
9447BBE9,23000 - 34000 т
8BD4E364,75 тыс р
EDC3A0B2,25000 т
E81A8B3D,100 тыс руб
17D67E6E,59 тыс р
2F272684,95000 - 99000 тыс
B241079F,61 - 72 т
5F277078,150000 т
CDC5FD26,132 - 165 к
81A2119A,48 т
54D0EA01,94000 тыс р
A9092E69,21000 тыс
51F7CC08,30 т р
22C2A4BC,36 k
C4D70E1F,174000 т
A141DD6A,166 тыс руб
D4A09687,11000 тыс руб
DA6B3B2C,39 - 40 тыс р
130069EE,155 - 198 тыс руб
E2AE9E4E,193 k
FF8DEE1D,100 тыс руб
7A42A0B6,258000 к
BDA287EA,128 т р
4EDCC62F,78000 - 83000 тыс
85FA3389,14 тыс р
1D101854,28 тыс р
237A7D81,62000 - 78000 тр
A81CFEAC,330 тыс
F26A631F,66000 т р
AA926BCE,19 - 31 к
DD628F86,104000
E5C46F46,725000 т
C21BEF70,92 тыс руб
62AAC11D,160000 тыс
6166BE3E,139000 - 179000 тр
FF834744,128000 - 186000 тыс
E931D664,181 - 183 k
2C6C15F6,108 - 122 тыс
D4997C00,93 к
56D579A3,37000 к
79516480,26000 тыс
DD46C6A6,71 тр
39D06EEF,116000 - 166000 тыс р
D178480D,106 т
93C5B61B,9 к
860853EB,164000 тыс руб
49052D77,24000 тр
23726265,199000
7AEFDC6D,139 тыс р
FFA3E18E,76 тр
C6C60CFB,66000 - 91000 тыс р
E0CB340F,145 т р
C557B787,134 - 152 т
14887728,69000 тр
78573756,144000 - 145000 тыс р
213D68F5,374 - 389 тыс р
4ABD7942,410000 тыс р
0A4A9FBF,64000 - 66000 т
A52100C6,63000 к
512F07A4,191000 т
6FBEE769,19 - 23 к
6F0802B7,17000 тыс
C159B38C,144 т
2310A347,28 - 37 тр
8B95B113,370000 тр
2F1D0737,38000 к
6A0C3D31,66 т р
2F894273,34000 - 38000 k
0201C441,112 тыс руб
D1B68AE0,37 к
767F639E,47000
F31753DE,81000 - 96000 к
CCD1CA3E,89 т
5F1C7CAA,139000 тр
3B1DCA2B,80000 к
A73E7203,334 тыс р
1C48F870,35 т р
B649A3ED,73000
14A4C48B,61 - 94 тр
5DD26039,187000 т р
906FB5CB,171 тр
6FD2233E,31000 тыс руб
FBAB1E04,17 k
AC93DF38,169 k
CEC31FBB,214 тр
3C7C8DEB,65000
4BDC293A,105000 к
3AA345E6,530 тыс р
277E86FE,87000
97C737FA,54000 - 86000 к
10DFB261,159000 тыс
94FECFAE,163 - 164 тыс руб
C0F21AA0,25000 - 34000 к
1D496093,20 тыс р
1C70C717,118000 - 166000 тыс р
F52C96F6,324 - 338 тр
C892B7BA,23000 т
F02CCE7F,52000 - 66000 k
C3B09DF9,180000 - 199000 k
0C0EF705,84000 тр
4ED5E8D7,26000 - 39000 тыс руб
B5EE13E7,195000 - 197000 тыс
530BCD09,112000 - 175000 т
EA6E7FD6,172000 тыс
B668C6DC,146000 - 180000 тр
B3B998E7,63000 k
3CE81DD3,196000 к
FCCD8BE5,83000 - 86000 т р
6509ED1C,55000 тыс
656A42D1,44000 тыс р
C094DCCE,260 - 302 тыс руб
75A523B2,222000 - 328000 к
A6CBBFE2,25 - 30 k
06A3D12F,133000 к
774BD3E7,19 - 38 тыс р
E18CCFD6,294 k
8DB6D480,50000 - 77000 тыс руб
1C87F346,127000 - 170000 к
7D38B7AD,76000 тр
17B5205D,18 тр
26AD1A0C,222000 тыс р
BF72A32A,92000
D19B1E01,63000 - 83000 k
25649949,687000 т р
BDE0AFFB,55 тыс руб
9D882D66,199 тыс р
592A46F8,96000 тыс руб
932D6A6A,117000 к
8072FC51,102 тыс руб
9D7ED798,18000 тыс руб
E8904E4B,161000 - 186000 k
EBE78F10,35 тыс
8A2133B6,78000 т р
01885BB4,553000 к
D810210D,66000 тыс руб
726C83ED,179000 т р
89A5AB27,19000 - 24000 k
3830EE5A,15000 k
5D6557C7,67 - 92 к
02126DC9,289000 к
9E47D723,67 - 86 тыс р
2BEAE63B,79000 - 99000 тыс р
DAD59871,220 - 360 т
8D1D4F09,96000 k
020DB550,102000 тыс
D518C713,534 - 687 тыс р
90977604,84000 т р
0C2EAE59,145 тр
03E280A3,58000 - 94000 т р
D971BBD4,110 т р
C24801E6,64000 - 93000 тыс руб
06E2A54D,124000 тыс р
22C40C0B,88000 k
52728E7C,87000 - 96000 тыс
6CF72263,342 т
9EFFCE2C,53000 - 61000 тр
1EF69477,28000 тыс
2C126794,174000 тр
35E7B308,151 - 167 тр
027C1013,56000 k
62477BDF,100 тыс руб
082836B5,301 - 327 k
C61E3C96,79 - 97 тр
CE2ABD24,28 т р
C28C416A,23000 тр
A66613A1,712000 тыс р
8BE3D97C,629000 т р
A4C7B948,486 k
3D1F11BE,28000 - 31000 k
B6BE3E11,76 к
3172792D,42 тыс руб
3CEE5A07,26 т
2A766056,172000 т
905D7442,123000 тр
3D8A3CAC,53000
2CC8F342,36 т р
FAE680B7,16 - 33 т
504AFB66,153 k
ED716CA7,169 k
54CE648D,87000 к
43865368,77000 тыс руб
705DC911,74000 тыс руб
81870A9D,85 тыс р
BB9CCD58,349 - 371 тр
5C0B155F,59000 тыс р
5B45E4B5,320 - 373 k
DA6B8399,93000 т р
08821652,123000 k
D6E517C7,53 тыс р
DB2D7BAA,37000 тыс
12B84BAF,228 тыс р
7223687A,161000 тр
8351A06B,62 тыс руб
952AD173,63000 к
42605C15,23000 к
27DE0393,195000 k
06B70575,970 тыс р - 1 мил
5222B498,48000 т
C769B796,109000 т р
064E574D,103 тыс р
0BB9B8A2,96 к
052A50E8,48000 - 66000 тыс р
AC396AB1,36 тр
024D72A0,47 тыс р
1A68FE15,41 тыс р
A00AA9C3,136000
F4389020,356000 т р
2EFDA592,18000 - 22000 тр
B734D12D,162000 k
BFF39B15,154000 - 176000 т р
2464C331,38 - 39 т р
561ED229,20 k
415B1CBF,142000 k
1D165644,124 т
8DEA3C0A,18 - 26 к
D6D1117A,27 тыс р
EAA0E135,309 k
28C8844D,169 т
A32B687E,178000 - 195000 k
5286C961,133000 тыс р
CBC2F7A4,171000 - 179000 тыс руб
E4A9882E,58000 тыс
C0DE2780,178000 тыс
567313ED,87000 т
A556087F,38000 тыс р
92C0AF24,365000 тыс р
9DDA24CC,65000 т
747E3451,492 k
57FC853A,18 k
8C0F495D,495 - 522 k
F927BC39,68000 k
7B7CA7A9,131 тыс
E8549690,118 тыс р
7593C82B,185 тр
AF6F7049,28000 - 40000 k
57E84015,31000 тыс р
FFB2880C,13 тр
5C9C8D03,179 тыс
D20BDB5D,94000 тыс руб
D496E063,34000 - 39000 т
C43079E1,63000 т
646C3705,117000 k
EA990826,18000 к
F96C6099,83 - 95 тр
A4C75F17,158 т р
6AF09536,712 - 740 тыс руб
32448A10,109000 тыс руб
2D15F18D,30000 тр
FEB5354C,137 тр
35069EAD,124 к
93949925,64000 т р
EB0C9453,40 т р
51C90277,299 - 353 к
F08ACD4C,151 к
06574F44,70000 k
CEEA28D6,86000 k
CDCB5F35,104 - 131 к
B8DF2DDE,84 тыс руб
8FB6CDDA,126 тыс
62D64742,89000 - 95000 тыс
0F247DFB,113 k
10E8F465,98 тыс р
1546B185,91 к
FCE7CE9D,71 - 96 k
77132C9F,33 - 40 к
63F52B2F,83000 - 84000 т р
C46C251E,154 к
49B49BD3,89 к
C81DF355,160000 тыс
794207DE,19000 k
71229F18,118 тр
B2D08E86,43 к
0C64A8FF,57000 - 71000 к
8091B2DB,488 - 645 тр
A86BF89D,127000 - 138000 т
EDB78D1D,123 тыс
148C88E2,107 тыс
E659B8E8,46000 к
A2746CEC,68 - 98 тыс
8FE604D9,70 тыс руб
91250069,14 тр
35A32764,33 тыс р
AE362494,108000 - 189000 тыс р
E618EC19,104000 т
A36632A3,754 к
5DEFE734,68 т р
E89278D3,718000 к
F0945945,9 тыс руб
4BF6DCD0,57 тыс руб
4ADA9327,27 т
F73A692E,31000 т
56536A49,18000 т р
6DCB5DB8,19 - 37 тыс
C7AF77C8,39 k
5DDF0B0E,157 k
F6CEF5C1,139000 тыс руб
2AC9D408,395 - 400 тыс руб
ACC0ACF3,195000 тыс р
6AB382E8,314000 тыс р
1987CB15,67 - 76 тыс руб
384FC267,75000
4E3CA04F,72 - 95 т
BB02E61B,9000
7FF381FF,79000 тр
2F380DB7,398000 тыс руб
1ECE1F5C,339 - 369 т р
2D5C9478,380 - 400 тыс
8986DCF0,100 т
0FBC3012,59 тыс руб
132C5D87,302 - 305 тыс руб
2F83B2DD,258000
14E66C58,87 т
A1E905D3,95000 тыс
BF20455B,51000 к
E3CF2F51,15 к
0B3882EF,250000 тыс р
A703EB9A,92000
5C6C3661,59000 т
0426C34A,29000 - 37000 тр
D467DAB6,15000 тыс
B99BC5EB,51 тыс руб
5C0949A8,26000 т р
E866A6DC,97 т р
21A60CBE,20000 - 31000 тыс
660D92EA,301 т
0E61213E,59 тыс руб
2C382028,281000 - 373000 k
BF54EA39,60000 т
C29EE41C,93 k
5F4B8C74,40 т р
F6705CEC,82 к
038BE7B5,59000 т р
EF6F4DCD,149000 - 181000 тыс
4445D290,224 т
0BE88448,226 k
15740908,12000 т
15D5CA81,50 - 76 т р
FB18B050,102000 тыс р
0E73D314,28 тыс
C19798CC,75 тыс
4DECE768,27 тыс руб
C090978F,282000 т
FEDEF7EE,86000 тр
B2FB7126,39 тр
4C5CF8F7,232 тыс
4710D377,24 тыс р
90C7BBB9,61000 тыс
2B376A39,108000 k
718EBACF,607 тр
ED2DF272,143 тыс руб
11397827,57000 - 80000 тыс
DEA873FA,78000 - 95000 тыс руб
14DFA051,180000 - 182000 k
CBD30036,261000 - 288000 т
6E53A2B0,171000 k
F61E9E4E,715 k
C9EA8CFD,29000 т р
F8EC42DE,61000 - 90000 к
6A9A8F33,277 - 310 тыс
29CB75F2,61000 - 63000 т
E3EB4080,15000 k
205B1BD3,68000 тр
8774BB13,84000 тыс р
63D79E23,26 тыс руб
3E75DB01,74 тыс р
D73CF098,42 к
DE7BDCB2,24 - 33 тр
D2753563,251 тыс р
424A6176,81000 тыс руб
9DAE09F8,354 - 366 тыс
2D000F6A,88 т
B07D7D6B,21 тыс р
94BDF1C9,103000 - 167000 к
E9B5D842,200 тыс р
9B159413,71000 k
76057871,68 - 72 т р
6A481DD4,200000 тыс руб
4F5C5B96,123000 тр
374DC996,199 к
F699E4CC,30000 k
2744AA40,393 k
CDEFB7BF,134 тыс р
A2BBE33E,40 т р
2328DA58,70000 т р
04D22123,11000 тыс р
0063EDC4,50 - 55 тр
3A62F0B5,43 - 75 тыс
D544D2FD,166000 т р
3A026F65,97000 - 100000 k
927EDD5A,29 тр
6DDD0022,84 т
F0E213C6,88 т р
57D826CC,92 т
C3A6A2F2,356 - 360 к
FF014E28,109000 тыс
BC3FB67A,83 тыс руб
09CE3301,336000 т р
03C96116,53000 - 95000 т
E6578D29,67 тр
05A8A8A1,70 к
7ECBA33D,197 - 198 тыс руб
6EAE88C5,83 тыс руб
8748DFB4,45000 тыс р
FE5FA5BE,40 т р
8D72D38E,86000 тыс
4BC9C206,104 - 144 т р
F920BE49,89 тыс
D8CB2CBA,21 т
47B470FD,29000 тыс р
D2B4EE21,19000 т р
D5D5A0F2,55000
1491551C,685 - 729 т р
C5B43637,70000 тыс р
003D1F03,27 тр
8D4E43B8,34 тыс руб
67247947,188 - 191 тыс руб
1413A78B,73 - 85 к
0AD041A4,14 к
478A9B10,68000 к
B90D0A5A,140000 - 191000 т
DEE60320,83 - 97 т р
6CC037A1,57 - 60 тр
FA2DB680,100 тыс р
372937F2,9 - 12 тыс руб
2A553CA6,139000 тр
AD98E349,255 - 268 k
2520B087,190 тысяч руб
AC9C41E9,162000 k
1E8C05CF,48000
F945EC4C,37 к
DE911AAD,146000 - 147000 т
DEAFC761,193000 - 197000 тыс р
F57640C8,55000 тр
40278BD4,342 т р
7855AC70,609000 тыс р
3EBEA0E0,36 - 38 тыс р
42DA2DA1,156 тыс
E7755220,693 k
13A450DD,18 т р
C2AA5E44,182000 тр
C74FD0BC,49000 к
6B51AB9F,106000 - 112000 т р
53A129BF,182 тыс руб
6A5B73E5,154000 т р
4D862369,9 k
D775BD15,371 тыс р
4FB1DF97,49000 тыс р
E8364E32,131000 - 191000 т
71141CD7,39000 тыс
700D2820,58000 k
AD641B57,16 - 23 тыс р
582B0765,94000 тыс руб
E346FC1D,43 т
67A82F62,176 т
6EEC7791,39 тыс р
04D11BF1,1.3 - 1.5 мил
B57F053F,71000 - 78000 т
018A7A15,44 тр
C7B2E242,78000 тр
797067C8,58000 k
D8522B8E,61 тыс руб
B719C2F8,26 тр
17DCB008,306000 тыс
F6D8BE00,65000 - 73000 т р
9676F602,124000 т
D4C2D924,336000 т р
4F259682,129000 к
CED5DA60,48000 тыс
2D3A96D6,11 к
C042859C,74000 тыс
BEC08472,26 тыс р
FD7E9A69,51000 k
57EF42EE,52000 - 95000 тр
1A59F7F2,32000
79292B09,53000 тыс руб
91B23B1B,36 - 38 тыс руб
041AFA18,155000 - 156000 k
B728A7E8,59000 т р
E9A0BEEE,"1,4 - 1,5 м"
FBBEE3CC,172000 - 189000 т
ACCCDFFD,146000 тр
EBE5BF1E,33000 к
4A5040AF,23000 - 25000 т
0DA930B6,64 т р
15232209,199 тр
5DAF0BCD,47000 k
3058727C,52 тыс руб
BA6D109F,112000 тр
72C33B6F,135000 - 145000 к
4BC74A80,41 тыс р
1D503644,179000 к
90048C86,29000 тыс руб
33C6A762,272 тыс руб
3B148867,73000 т
5AC0FC56,79000 т
5C53067D,100 - 157 тыс
E418E37A,180000 к
73C3D56F,9 k
7A77E254,362 тр
7C51C315,27 - 34 т
0AF99FA7,65000 тыс р
056A6D7F,156 к
F9F4EE6C,92000 - 98000 тыс руб
0581FDD5,110000 - 146000 k
0C62A1C8,18000 - 38000 к
13FD1DC5,41000 - 59000 т
F7774311,229 тр
54AC077A,93000 т
C3D85ACD,36 к
CE292B39,87000 т р
2CC6DFEE,64 тыс
83C3E0EB,102000 - 187000 к
FD2EDD22,190000 k
016AD9C9,80 тр
38825845,51 - 77 тыс
FB920AE9,62 тыс руб
5331DB66,21000 - 32000 тр
E54FE633,47 k
0F19C827,24000 - 30000 т р
CE1FA176,72000 т р
79E68DD7,30 тыс руб
417E4D3E,210 k
697CF877,12000 тыс руб
0B2468CA,9 - 11 тысяч
65467EEE,68 тыс
3D1BEBF2,10000 тр
0CEC6E4B,20 тр
CFD7E08C,176 т
775E72AC,116000 тыс
A8356891,185 тр
1220BAC5,86000 - 100000 т
77543552,56 к
D277B57A,128000 к
54F1EA20,60 т
75C9CB4E,35 тыс
D8F7050C,46000 т р
1BB1D0E5,36000 к
309C7679,135000 тыс р
F7365586,151 тр
32FEFB59,171 - 193 тр
EA63C900,252 - 273 т р
A162A139,66 тыс руб
FD0EB296,38000 т р
BE25EC23,98000 т р
6A98A6D9,85000 k
B083A26F,27 k
D80F88E7,108000 - 125000 тр
AB06352C,322000 тысяч
3C78CDF4,107000 - 141000 тыс
BC8215F9,267 тр
4BBDC8FA,81 - 87 тыс р
4262DAF0,63 тыс р
D6C3434D,47000 k
71D47524,14000 к
60193390,58000 - 70000 т р
22A4A4AB,34000 - 37000 k
67C73576,162 k
173B1AB4,29 - 35 тр
9322073A,202000 тыс
9AB10E85,94 т
7F7171DB,36000 т р
427AE1E7,252000 тыс
CE9E4D3C,29000 - 33000 k
0C8AC59B,29000 - 38000 тр
EEFE68FC,305 т
4CABDE61,33 тысяч
1F3B87A6,176000 тр
E5BAAD44,92 k
AF50D612,399000 k
8D511588,127 тр
DDC1BFAD,121000 - 188000 тр
4F5B9AF4,48 тыс р
9F00B69F,98 т
AADE0C43,18 т р
D014BB05,90000 тыс р
EE0FE4B2,156000 тыс
1DBFAA48,200 k
35D66F9C,182000 - 195000 т
E38B905B,78 т р
94B83D28,77 тыс
2F50AD98,183 т р
5C29097F,25 тыс руб
4FF02168,330000 т
181E4712,37 k
DF71C4D8,106000 - 136000 тыс р
12926F98,65 - 100 k
8847CE3B,168000 тыс руб
CB42494F,75000 тыс
9E02D204,12000 к
3A6E8B7F,91000 к
6C30D393,9 - 15 k
CA753713,49 - 55 тр
9D11B06E,208 - 357 к
176FD415,43 - 58 т р
B9C482CC,119 тр
82B07B52,13000 k
A533A4AF,131000 т
C4105A89,62000
DC0D7DAE,13 k
CC8703E3,172 т
99B5388B,127000 тыс руб
452601ED,39 тр
89F7C171,68000 тыс руб
44A0FDBC,58000
9567A928,198 тыс р
1BA39009,171 - 175 к
3999DF91,112 тыс руб
1708D27E,170 т
2EEA5722,94000 т
1A07F776,88000 - 100000 k
DD6D928D,23000 k
63D3CF58,182000 т р
E469864C,11000 тр
2B8F2431,63 k
41F6D8E1,57000 тыс руб
E5700ED7,362000 тр
2D017FED,82 тыс руб
F1006E39,317 тыс руб
A2CF4F92,50 тыс руб
91B1470C,471000 тыс руб
AB4E76FF,142000 тр
AA85A8C4,15 - 19 тыс р
7414B41A,120000 т р
CC248EF6,125 - 158 к
D8B6C19F,88 тыс
F0E58FA9,91000 - 93000 т р
4D120FC5,125000 к
6009CC2B,32 к
02B87C0F,214000 - 218000 т р
77416450,116000 - 145000 тыс р
D962C034,145 к
4D993243,48000 т р
61C6D23F,39 тыс
0DB045C3,144 тыс р
196BA1B9,63000 тыс р
B9C99F9F,65 - 83 тр
E14E35FD,34000 т р
1B31E1B6,10000
58A04F74,80 k
A2062C44,80 тыс руб
C9B69ADA,32 - 40 к
FEC8D244,379000 т
D0BA0A29,89 тыс
3C62E8B6,29000 - 39000 тр
B9B685B0,14000 k
28A38FFA,58000 т р
810046D4,221000 к
E3842F72,71 тыс
853FFC2E,90000 - 96000 к
A5EC426F,157 тыс
C9B132DA,191 к
F65D880D,315 - 379 тыс р
CD7DE38F,180 к
445281ED,92 - 96 тр
61703A8C,62 - 88 тыс руб
AFC4669B,175000 тыс р
DCCD00B6,189 - 192 k
8F594661,20 тыс р
C0D24547,126000 - 153000 тыс
4034197E,96 - 97 тыс
4BEDED22,77000 тр
F62B3B73,31 т р
DD7E4B01,687000 т р
C69FABB5,286000
C1BD0CAF,143000 тыс руб
22717339,59 - 67 тыс
7992AAF8,31 тыс руб
BE5C2B27,29 - 34 к
2B576CD1,330 - 340 т р
606550B8,185000 - 199000 тр
894BE53D,78 - 98 тыс р
F8ACB35B,14000 т р
D70F1CE8,63 тыс
F6C99AEB,386 т р
CCAB127E,63000 т р
CD18F7F7,24000 т р
C6A6F484,112000 тыс р
59DDE4AB,65000 тыс
934FE71E,136000 тр
06A660B9,172 тр
832694B6,168 т
E2A064A0,56 т
6F1A82CE,24 т р
FA7FF7F1,303 тыс руб
85CC8447,19000 - 30000 к
9897E623,548 k
380722B1,59 т
0272E86E,70000 тыс р
B2E925C4,72000 - 85000 к
0BF53252,175 тыс руб
B1FF9F90,117 - 159 тр
5909ACD1,48000 - 84000 т р
E63337BB,101000 тыс р
297B5A20,62 тыс руб
4325665D,183000 - 188000 к
5B86070B,45000 к
73376711,221000 тыс р
970981F1,15 тыс руб
E2B24188,60000 т
CFB7E055,37 - 39 т р
D918D136,54000 тр
201223C9,15 тыс
9DABD11A,57000 тр
9DEB69AB,116000 - 191000 т
57A442C2,189 т р
8A291E6A,65000 тыс
AD49E556,72 тр
E34EC948,21000 тр
496B57D1,16000 тр
2D61A692,30 - 36 тыс р
386E1487,42 тыс
2C3B6751,123000 - 157000 к
9CBB7598,222 к
CD7A500A,33000 т р
78ED807F,168000 тр
F9105153,67000 - 82000 k
78440C8F,131 тр
CAC86AB7,39000 тыс руб
0782445C,289000 тыс
0A201489,38000 тр
8B154C7D,28000 - 31000 к
3FB01C8B,368000 - 395000 тыс р
EEAA4B3A,194000 k
FE2175D8,58000 тыс
DDE6700A,64 тыс р
54BDBFB1,365000 - 400000 т р
734787FA,67 к
367F962C,100 тыс р
77A4300C,167 - 191 тр
940D7E91,27 тр
51E1E42D,183000 тр
DE47660D,317000 - 351000 к
061AFE28,99 т
F5DB59F1,70 k
67140813,82000 т
C7E8B8E4,107 - 179 т р
39725405,95 - 96 тыс р
EEE25232,10 тыс
0140D4B0,387000 к
0E5932E4,161 т р
F0CB559C,17 тыс
910731C5,41 к
1E9E242E,43 тыс руб
BDD7580B,35000 тыс р
10BFE3EE,107000 - 120000 т
9D5A5943,90000 тыс р
585DCE0A,277000 т р
29963484,359000 - 384000 тыс р
F7FAF11A,86 тыс р
993EA74A,182 тыс
ADC2C789,105 т р
2D1DC665,197000 тр
EA6856D4,293000 т
93F4B7E0,29 тыс руб
89EA2D58,71000 тыс р
9E1EFB45,379 - 394 т
9780C892,70000 тр
F187A3F3,89 тыс р
42904609,126000 тыс
E2F1107E,20000 тыс
615B0827,30000 тр
55D28B67,112000 тыс
062F1D60,20 тыс руб
BCE2CAEA,62 тыс р
41C647A2,97 - 99 тыс руб
6D431EBA,70 тыс р
F260A023,93 - 95 k
29B0A83F,114 тр
111F95A3,188 - 197 тыс
A834DE4A,10000 к
E0F73CFD,275000 тыс р
235524E0,168000 т
70B9583B,39000 тр
8DCCE14B,13000
9D724FAE,137000 тр
DC1641FE,151000 т р
29BCB67F,177000 тр
23DD3379,50 k
1FA84A27,92000 - 93000 к
BBC3812A,44000 - 98000 т
BD85B2CF,13000 - 14000 тыс р
3F25DDFE,102000 тыс
AA7E4609,384 тыс
22B5DBB9,160 к
87F471F6,55000 - 62000 тыс р
CB35F629,258000 - 324000 т
EB7A503A,328000 - 387000 т
B1138934,9000 тыс руб
DB4703B9,30 тыс р
87AABCE4,112000 тыс р
9EA0688B,73000 к
39BF9536,60 - 69 тр
848FDF83,232000 k
94A98935,131 - 144 тыс руб
AA8E1F5F,749 - 797 тыс руб
3B0D6C88,65 - 66 тыс руб
0DEA3315,24 тр
B4F18C6F,97000 тр
2DC86CB1,85 т р
50A95D08,148 т р
39B8A3B0,21000 т р
A3A2124E,50 - 61 тыс руб
922BAFDB,38000 тыс р
BC07838C,40 - 76 тысяч рублей
7B2389C8,64000
419CE488,32 тыс р
76E058D3,160000 тр
3E949B8F,487 тр
C50B9248,78 т р
CE1B79F5,159000 тыс руб
D1B0C71E,57000 - 86000 тыс р
5EF7385E,30000 к
3DB32D82,177 тр
CA62CFD3,88000 т
38AFAF4E,34 к
1F6E4AB2,209 тр
80202DE2,88000 тыс руб
5BE956AE,194000
1FD86871,65000 т
2987BDC7,74000 - 82000 т р
AD658E8A,138 т р
A3808F29,158 - 191 т р
BA749D8A,66000 к
42325633,64 т
8F156A31,18000 т р
113F71D7,44 тыс р
04F2BCC2,82000 - 95000 тыс
41E8DED2,46000 - 60000 тыс
C11BF569,615000 тыс
7F850C5F,38000 - 39000 к
433710A4,133 тыс руб
4DFF3E8A,34000 тр
E95CF914,70000 - 74000 тыс
92BAB4B4,99000 k
E9E18004,109 - 166 тыс р
EEE15B24,64 тыс
70E700E4,30 к
7CD40D4E,165000 k
DE39CF6D,54000 k
4342E866,10 тр
C0569E53,23000 т р
F834173A,171 - 188 к
F3AF9600,69 тр
DEBF54E5,48000 - 69000 тыс
818E4410,174 - 197 тр
6BA30061,129 т р
3A15DC02,33 т
98E5E29D,35000 - 36000 k
B7FD986A,53000 тыс руб
086518A6,52000 к
B91DFA07,176 - 190 т р
9607B823,135000 k
DEEFF4C1,362 - 394 тр
285B2E7F,13000 т р
693FE491,149 т р
74B0BC57,110000 тр
8992358B,157000 к
A3526838,25000 тр
F8E7D71E,285000 тыс р
DBB2BDC4,361000 - 392000 тыс руб
4FD40B9F,61 к
881EA09E,34 - 38 тыс руб
E1C16A49,117000 тыс руб
BE6C882B,29000 т р
57D59AB0,76000 k
40AD731D,19000 к
52F7C04F,19000 тыс р
727019C7,93000 k
57A7ACB3,37 тыс
2AFBD31E,84000
E7267C09,79 тыс р
20D3B5EF,38 тыс руб
FDFAC4D0,25000 тыс
B2009C95,181 k
DF8B7C11,32000 к
F8B0EFCC,49000 к
3F38F385,189 т р
9673FB8B,46000 k
3AA9E5EC,31000 - 36000 тыс руб
84A51994,11000 т
33DB78B0,239 тыс руб
20D161D8,86000 т р
9DD9CB31,182000 к
D22A0255,111 k
1DAB5F76,40 к
6F0D28F6,256000 - 269000 т р
3F16054E,33 - 36 т
8641A34B,85 k
93E8410D,63000 - 72000 тыс
FE18A858,117 - 185 тыс
